codigo_viagem;cnpj;numero_equipamento_fiscal;numero_bilhete;data_emissao_bilhete;hora_emissao_bilhete;categoria_transporte;nu_linha;origem_destino_linha;ponto_origem_viagem;ponto_destino_viagem;tipo_servico;data_viagem;hora_viagem;tipo_viagem;numero_poltrona;plataforma_embarque;tipo_gratitude;valor_tarifa;valor_percentual_desconto;valor_aliquota_icms;valor_pedagio;valor_taxa_embarque;valor_total;origem_emissao;in_passagem_cancelada
2507204;16624611000140;31200116624611009873;2997415;2020/01/24;21:05:35;Interestadual;8001841;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2020/01/25;01:15:00;Regular;14;A1;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;359.79;68.92;18.0;4.49;3.9;120.21;Presencial;NÃO
2479074;16624611000140;31200116624611009873;2869018;2020/01/10;18:44:46;Interestadual;8001841;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2020/01/14;01:15:00;Regular;9;A1;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;359.95;68.92;18.0;4.49;3.9;120.26;Presencial;NÃO
2507240;16624611000140;31200116624611009873;2906206;2020/01/14;17:37:01;Interestadual;8001861;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Executivo;2020/01/25;11:00:00;Regular;3;A1;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;226.89;75.0;18.0;2.54;3.9;63.16;Presencial;NÃO
2505786;16624611000140;31200116624611009873;2954291;2020/01/20;00:48:57;Interestadual;8001841;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2020/01/20;01:15:00;Regular;10;A1;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;359.79;52.3;18.0;4.49;3.9;180.0;Internet;NÃO
2506086;16624611000140;31200116624611009873;2964850;2020/01/21;02:42:44;Interestadual;8001861;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Executivo;2020/01/21;02:59:00;Regular;30;A1;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;226.89;65.9;18.0;2.54;3.9;83.81;Internet;NÃO
2479960;16624611000140;31200116624611009873;2920215;2020/01/16;08:14:53;Interestadual;8001861;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Executivo;2020/01/17;13:00:00;Regular;27;A1;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;226.89;75.0;18.0;2.54;3.9;63.16;Presencial;NÃO
2479959;16624611000140;31200116624611009873;2920215;2020/01/16;08:14:53;Interestadual;8001861;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Executivo;2020/01/17;13:00:00;Regular;27;A1;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;226.89;75.0;18.0;2.54;3.9;63.16;Presencial;NÃO
2437662;16624611000140;31191216624611009873;2741766;2019/12/28;14:26:36;Interestadual;8001861;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Executivo;2020/01/05;02:59:00;Regular;23;A1;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;226.89;28.35;18.0;2.54;3.9;169.0;Presencial;NÃO
2505479;16624611000140;31200116624611009873;2929223;2020/01/16;23:06:23;Interestadual;8001861;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Executivo;2020/01/19;02:59:00;Regular;3;A1;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;226.89;75.0;18.0;2.54;3.9;63.16;Presencial;NÃO
2492937;61084018000103;31200161084018004877;483786;2020/01/05;18:46:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/14;23:59:00;Regular;19;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;119.99;Não Se Aplica;NÃO
2493779;61084018000103;31200161084018004877;512186;2020/01/17;10:28:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/18;22:30:00;Regular;20;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;119.99;Não Se Aplica;NÃO
2493776;61084018000103;31200161084018004877;512186;2020/01/17;10:28:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/18;22:30:00;Regular;20;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;119.99;Não Se Aplica;NÃO
2437424;61084018000103;31200161084018004877;477030;2020/01/02;22:15:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/03;23:59:00;Regular;52;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;124.99;Não Se Aplica;NÃO
2493537;61084018000103;31200161084018004877;490914;2020/01/08;13:08:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/17;22:30:00;Regular;35;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;124.99;Não Se Aplica;NÃO
2493535;61084018000103;31200161084018004877;490914;2020/01/08;13:08:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/17;22:30:00;Regular;35;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;124.99;Não Se Aplica;NÃO
2511087;23542573000142;33200133337007000152;100578991;2020/01/23;16:27:00;Interestadual;6029300;JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;JUIZ DE FORA/MG        ;Convencional com sanitário;2020/01/25;20:00:00;Regular;41;N/I;Tarifa Normal - sem desconto;46.36;0.0;20.0;3.1;6.14;55.6;Não Se Aplica;NÃO
2444619;23542573000142;33200133337007000152;100422302;2020/01/04;18:29:00;Interestadual;6029300;JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;JUIZ DE FORA/MG        ;Convencional com sanitário;2020/01/04;21:30:00;Regular;22;N/I;Gratuidade Jovem de Baixa Renda 50% - Inciso II, art. 32 da Lei nº 12.852/13;23.18;42.0;20.0;3.1;6.14;32.42;Não Se Aplica;NÃO
2444194;23542573000142;33191133337007000152;100746027;2019/11/07;13:17:00;Interestadual;12014941;BRASILIA(DF) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;BRASILIA/DF        ;Leito com ar condicionado;2020/01/03;20:30:00;Regular;50;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;304.24;58.0;20.0;7.63;6.14;318.01;Não Se Aplica;NÃO
2460623;23542573000142;33191133337007000152;100746027;2019/11/07;13:17:00;Não Se Aplica;12014941;BRASILIA(DF) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;BRASILIA/DF        ;Não Se Aplica;2020/01/03;20:30:00;Regular;50;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;304.24;58.0;20.0;7.63;6.14;318.01;Não Se Aplica;NÃO
2468055;61084018000103;33200161084018005253;219264;2020/01/06;19:38:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2020/01/07;11:00:00;Regular;49;49 A 55;Tarifa Normal - sem desconto;106.15;0.0;20.0;7.7;6.14;119.99;Não Se Aplica;NÃO
2468406;61084018000103;33200161084018005253;222464;2020/01/08;21:48:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2020/01/08;22:30:00;Regular;48;49 A 55;Tarifa Normal - sem desconto;106.15;0.0;20.0;7.7;6.14;119.99;Não Se Aplica;NÃO
2467812;61084018000103;33191261084018005253;204195;2019/12/26;15:44:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2020/01/06;11:00:00;Regular;13;49 A 55;Tarifa Normal - sem desconto;106.15;0.0;20.0;7.7;6.14;119.99;Não Se Aplica;NÃO
2520477;61084018000103;31191261084018004877;470555;2019/12/30;20:24:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/19;22:30:00;Regular;35;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;124.99;Não Se Aplica;NÃO
2468674;61084018000103;31200161084018004877;490939;2020/01/08;13:17:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/09;23:59:00;Regular;49;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;119.99;Não Se Aplica;NÃO
2467719;61084018000103;31200161084018004877;477030;2020/01/02;22:15:00;Não Se Aplica;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Não Se Aplica;2020/01/03;23:59:00;Regular;52;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;124.99;Não Se Aplica;NÃO
2436200;61084018000103;31191261084018004877;465440;2019/12/28;17:02:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/01;22:10:00;Regular;9;00;Tarifa Normal - sem desconto;109.48;0.0;18.0;6.61;3.9;139.99;Não Se Aplica;NÃO
2468898;61084018000103;31200161084018004877;499597;2020/01/11;21:50:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/11;22:10:00;Regular;37;00;Gratuidade de Criança - Inciso XVII, art. 29 do Decreto nº 2.521/98;109.48;100.0;18.0;0.0;0.0;0.0;Não Se Aplica;NÃO
2520741;61084018000103;31200161084018004877;519016;2020/01/20;15:39:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/20;23:00:00;Regular;29;E2;Tarifa Normal - sem desconto;109.48;0.0;18.0;6.61;3.9;119.99;Não Se Aplica;NÃO
2521175;61084018000103;31200161084018004877;524274;2020/01/22;19:53:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2020/01/22;22:00:00;Regular;7;E2;Tarifa Normal - sem desconto;109.48;0.0;18.0;6.61;3.9;119.99;Não Se Aplica;NÃO
2437341;61084018000103;31191261084018004877;459086;2019/12/26;15:39:00;Interestadual;8020761;CAMPINAS(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;CAMPINAS/SP        ;Convencional com sanitário;2020/01/03;21:29:00;Regular;40;E2;Tarifa Normal - sem desconto;127.52;0.0;18.0;2.57;3.9;159.99;Não Se Aplica;NÃO
2487009;30069314000101;33200130069314000101;4523371;2020/01/13;00:18:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2020/01/13;09:30:00;Regular;37;49 A 55;Tarifa Normal - sem desconto;113.93;0.0;20.0;7.83;6.14;127.9;Não Se Aplica;NÃO
2451982;30069314000101;33191230069314000101;3447087;2019/12/04;18:59:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2020/01/02;13:30:00;Regular;54;49 A 55;Tarifa Normal - sem desconto;110.02;0.0;20.0;7.83;6.14;123.99;Não Se Aplica;NÃO
2487595;30069314000101;33200130069314000101;4636782;2020/01/16;22:41:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2020/01/17;00:15:00;Regular;46;49 A 55;Tarifa Normal - sem desconto;113.93;0.0;20.0;7.83;6.14;127.9;Não Se Aplica;NÃO
2487593;30069314000101;33200130069314000101;4636782;2020/01/16;22:41:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2020/01/17;00:15:00;Regular;46;49 A 55;Tarifa Normal - sem desconto;113.93;0.0;20.0;7.83;6.14;127.9;Não Se Aplica;NÃO
