codigo_viagem;cnpj;numero_equipamento_fiscal;numero_bilhete;data_emissao_bilhete;hora_emissao_bilhete;categoria_transporte;nu_linha;origem_destino_linha;ponto_origem_viagem;ponto_destino_viagem;tipo_servico;data_viagem;hora_viagem;tipo_viagem;numero_poltrona;plataforma_embarque;tipo_gratitude;valor_tarifa;valor_percentual_desconto;valor_aliquota_icms;valor_pedagio;valor_taxa_embarque;valor_total;origem_emissao;in_passagem_cancelada
1447068;82647884000135;000013;939992;2019/03/07;16:28:00;Interestadual;9036100;CURITIBA(PR) - JARAGUA DO SUL(SC);JOINVILLE/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/08;12:35:00;Regular;25;N/I;Tarifa Normal - sem desconto;27.33;0.0;12.0;0.66;2.5;30.49;Não Se Aplica;NÃO
1489641;82647884000135;000013;653994;2019/03/19;17:09:00;Interestadual;9036100;CURITIBA(PR) - JARAGUA DO SUL(SC);JOINVILLE/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/20;06:00:00;Regular;10;N/I;Tarifa Normal - sem desconto;27.33;0.0;12.0;0.66;2.5;30.49;Não Se Aplica;NÃO
1489725;82647884000135;000013;621851;2019/03/20;13:48:00;Interestadual;9001200;CURITIBA(PR) - JOINVILLE(SC);JOINVILLE/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/20;15:00:00;Regular;23;N/I;Tarifa Normal - sem desconto;27.33;0.0;12.0;0.66;2.5;30.49;Não Se Aplica;NÃO
1512339;82647884000135;000013;776802;2019/03/30;10:31:00;Interestadual;9001200;CURITIBA(PR) - JOINVILLE(SC);JOINVILLE/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/30;11:00:00;Regular;43;N/I;Tarifa Normal - sem desconto;27.33;0.0;12.0;0.66;2.5;30.49;Não Se Aplica;NÃO
1512652;82647884000135;000013;746352;2019/03/29;23:51:00;Interestadual;9001200;CURITIBA(PR) - JOINVILLE(SC);JOINVILLE/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/31;18:10:00;Regular;35;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;0.0;100.0;12.0;0.0;0.0;0.0;Não Se Aplica;NÃO
1447120;82647884000135;000013;614847;2019/03/08;16:02:00;Interestadual;9001200;CURITIBA(PR) - JOINVILLE(SC);JOINVILLE/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/08;16:30:00;Regular;4;N/I;Bilhete de Viagem do Idoso 50% - Inciso II, art. 40 da Lei nº 10.741/03;13.66;50.0;12.0;0.66;2.5;16.82;Não Se Aplica;NÃO
1511832;82647884000135;000013;657818;2019/03/28;12:00:00;Interestadual;9036100;CURITIBA(PR) - JARAGUA DO SUL(SC);JOINVILLE/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/28;12:35:00;Regular;8;N/I;Tarifa Normal - sem desconto;27.33;0.0;12.0;0.66;2.5;30.49;Não Se Aplica;NÃO
1447120;82647884000135;000013;765221;2019/03/05;19:16:00;Interestadual;9001200;CURITIBA(PR) - JOINVILLE(SC);JOINVILLE/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/08;16:30:00;Regular;6;N/I;Tarifa Normal - sem desconto;27.33;0.0;12.0;0.66;2.5;30.49;Não Se Aplica;NÃO
1467578;82647884000135;000013;936323;2019/03/07;10:09:00;Interestadual;9036100;CURITIBA(PR) - JARAGUA DO SUL(SC);JOINVILLE/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/11;12:35:00;Regular;3;N/I;Tarifa Normal - sem desconto;27.33;0.0;12.0;0.66;2.5;30.49;Não Se Aplica;NÃO
1511533;82647884000135;000013;67006;2019/03/26;00:28:00;Interestadual;9001200;CURITIBA(PR) - JOINVILLE(SC);JOINVILLE/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/27;06:25:00;Regular;1;N/I;Tarifa Normal - sem desconto;27.33;0.0;12.0;0.66;2.5;30.49;Não Se Aplica;NÃO
1447214;82647884000135;000013;312308;2019/03/08;10:44:00;Interestadual;16009130;FLORIANOPOLIS(SC) - SAO PAULO(SP);FLORIANOPOLIS/SC        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/08;20:20:00;Regular;59;N/I;Tarifa Normal - sem desconto;148.93;0.0;12.0;4.22;4.35;157.5;Não Se Aplica;NÃO
1447478;82647884000135;000013;219628;2019/03/08;21:34:00;Interestadual;16009130;FLORIANOPOLIS(SC) - SAO PAULO(SP);FLORIANOPOLIS/SC        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/09;20:20:00;Regular;43;N/I;Tarifa Normal - sem desconto;148.93;0.0;12.0;4.22;4.35;157.5;Não Se Aplica;NÃO
1446231;82647884000135;000013;376167;2019/03/01;19:15:00;Interestadual;16009130;FLORIANOPOLIS(SC) - SAO PAULO(SP);SAO PAULO/SP        ;FLORIANOPOLIS/SC        ;Convencional com sanitário;2019/03/04;22:00:00;Regular;26;N/I;Tarifa Normal - sem desconto;133.31;0.0;12.0;4.22;6.39;143.92;Não Se Aplica;NÃO
1503351;30069314000101;000013;838049;2019/03/29;11:32:00;Interestadual;8008041;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/31;11:30:00;Regular;4;N/I;Tarifa Normal - sem desconto;166.2;0.0;20.0;7.83;5.96;179.99;Não Se Aplica;NÃO
1481374;30069314000101;000013;381998;2019/03/22;12:34:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/22;13:30:00;Regular;33;N/I;Tarifa Normal - sem desconto;106.2;0.0;20.0;7.83;5.96;119.99;Não Se Aplica;NÃO
1481326;30069314000101;000013;667273;2019/03/20;15:47:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/22;07:30:00;Regular;45;N/I;Tarifa Normal - sem desconto;106.2;0.0;20.0;7.83;5.96;119.99;Não Se Aplica;NÃO
1437991;30069314000101;000013;497288;2019/03/07;14:07:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/07;15:30:00;Regular;49;N/I;Tarifa Normal - sem desconto;114.11;0.0;20.0;7.83;5.96;127.9;Não Se Aplica;NÃO
1437575;30069314000101;000013;172191;2019/01/14;14:28:00;Interestadual;8008041;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/05;13:30:00;Regular;7;N/I;Tarifa Normal - sem desconto;205.21;0.0;20.0;7.83;5.96;219.0;Não Se Aplica;NÃO
1481446;30069314000101;000013;627991;2019/03/18;16:21:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/22;22:30:00;Regular;19;N/I;Tarifa Normal - sem desconto;106.2;0.0;20.0;7.83;5.96;119.99;Não Se Aplica;NÃO
1481784;30069314000101;000013;666541;2019/03/20;15:18:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/24;22:30:00;Regular;27;N/I;Tarifa Normal - sem desconto;106.2;0.0;20.0;7.83;5.96;119.99;Não Se Aplica;NÃO
1502773;30069314000101;000013;789286;2019/03/26;22:30:00;Interestadual;8008041;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/27;23:40:00;Regular;2;N/I;Tarifa Normal - sem desconto;201.2;0.0;20.0;7.83;5.96;214.99;Não Se Aplica;NÃO
1481417;30069314000101;000013;358682;2019/03/22;19:51:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/22;20:30:00;Regular;24;N/I;Tarifa Normal - sem desconto;106.2;0.0;20.0;7.83;5.96;119.99;Não Se Aplica;NÃO
1437896;30069314000101;000013;212028;2019/02/28;08:56:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/07;00:35:00;Regular;43;N/I;Tarifa Normal - sem desconto;114.11;0.0;20.0;7.83;5.96;127.9;Não Se Aplica;NÃO
1502902;30069314000101;000013;196728;2019/03/28;21:29:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/28;22:30:00;Regular;18;N/I;Tarifa Normal - sem desconto;106.2;0.0;20.0;7.83;5.96;119.99;Não Se Aplica;NÃO
1437989;30069314000101;000013;497288;2019/03/07;14:07:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/07;15:30:00;Regular;49;N/I;Tarifa Normal - sem desconto;114.11;0.0;20.0;7.83;5.96;127.9;Não Se Aplica;NÃO
1437989;30069314000101;000013;201262;2019/03/07;14:59:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/07;15:30:00;Regular;13;N/I;Tarifa Normal - sem desconto;106.2;0.0;20.0;7.83;5.96;119.99;Não Se Aplica;NÃO
1459904;30069314000101;000013;563733;2019/03/15;12:20:00;Interestadual;8008041;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/16;00:35:00;Regular;2;N/I;Tarifa Normal - sem desconto;201.2;0.0;20.0;7.83;5.96;214.99;Não Se Aplica;NÃO
1480860;30069314000101;000013;240111;2019/03/18;22:30:00;Interestadual;8008041;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/19;00:15:00;Regular;2;N/I;Tarifa Normal - sem desconto;201.2;0.0;20.0;7.83;5.96;214.99;Não Se Aplica;NÃO
1459686;30069314000101;000013;490495;2019/03/12;08:22:00;Interestadual;8008041;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/14;22:30:00;Regular;8;N/I;Tarifa Normal - sem desconto;201.2;0.0;20.0;7.83;5.96;214.99;Não Se Aplica;NÃO
1503140;30069314000101;000013;826841;2019/03/28;18:31:00;Interestadual;8008041;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/30;00:15:00;Regular;4;N/I;Tarifa Normal - sem desconto;201.2;0.0;20.0;7.83;5.96;214.99;Não Se Aplica;NÃO
1459586;30069314000101;000013;530340;2019/03/13;20:38:00;Interestadual;8008041;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/14;07:30:00;Regular;3;N/I;Tarifa Normal - sem desconto;166.2;0.0;20.0;7.83;5.96;179.99;Não Se Aplica;NÃO
1459188;30069314000101;000013;174788;2019/03/11;13:04:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/11;13:30:00;Regular;46;N/I;Tarifa Normal - sem desconto;106.2;0.0;20.0;7.83;5.96;119.99;Não Se Aplica;NÃO
1459340;30069314000101;000013;499212;2019/03/12;13:38:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/12;15:30:00;Regular;10;N/I;Tarifa Normal - sem desconto;106.2;0.0;20.0;7.83;5.96;119.99;Não Se Aplica;NÃO
1421719;61084018000103;000013;659012;2019/02/28;12:00:00;Interestadual;8006600;SAO PAULO(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/02;13:00:00;Regular;25;N/I;Tarifa Normal - sem desconto;61.12;0.0;18.0;5.23;4.38;70.73;Não Se Aplica;NÃO
1464686;61084018000103;000013;236974;2019/03/15;20:47:00;Interestadual;6030661;POCOS DE CALDAS(MG) - RIO DE JANEIRO(RJ);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/17;10:00:00;Regular;37;N/I;Tarifa Normal - sem desconto;132.66;0.0;18.0;3.96;4.38;141.0;Não Se Aplica;NÃO
1464194;61084018000103;000013;125861;2019/03/12;16:22:00;Interestadual;8006600;SAO PAULO(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;AGUAS DA PRATA/SP        ;Convencional com sanitário;2019/03/15;08:00:00;Regular;13;N/I;Tarifa Normal - sem desconto;7.25;0.0;18.0;0.55;4.38;12.18;Não Se Aplica;NÃO
1464762;61084018000103;000013;695022;2019/03/17;16:57:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/17;17:00:00;Regular;40;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;2.96;50.0;18.0;0.55;4.38;7.89;Não Se Aplica;NÃO
1442221;61084018000103;000013;667036;2019/03/04;19:12:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/06;02:00:00;Regular;11;N/I;Tarifa Normal - sem desconto;5.92;0.0;18.0;0.55;4.38;10.85;Não Se Aplica;NÃO
1443207;61084018000103;000013;688743;2019/03/09;20:26:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;AGUAS DA PRATA/SP        ;Convencional com sanitário;2019/03/10;14:00:00;Regular;1;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;0.0;100.0;18.0;0.0;0.0;0.0;Não Se Aplica;NÃO
1442730;61084018000103;000013;10396;2019/03/08;11:50:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/08;14:00:00;Regular;6;N/I;Tarifa Normal - sem desconto;5.92;0.0;18.0;0.55;4.38;10.85;Não Se Aplica;NÃO
1464201;61084018000103;000013;686748;2019/03/07;14:42:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/15;09:00:00;Regular;3;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;0.0;100.0;18.0;0.0;0.0;0.0;Não Se Aplica;NÃO
1506862;61084018000103;000013;701506;2019/03/25;08:16:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/25;09:00:00;Regular;5;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;2.96;50.0;18.0;0.55;4.38;7.89;Não Se Aplica;NÃO
1443236;61084018000103;000013;232378;2019/03/08;13:08:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/10;16:00:00;Regular;11;N/I;Tarifa Normal - sem desconto;5.92;0.0;18.0;0.55;4.38;10.85;Não Se Aplica;NÃO
1507271;61084018000103;000013;702954;2019/03/27;06:19:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/27;07:00:00;Regular;19;N/I;Tarifa Normal - sem desconto;5.92;0.0;18.0;0.55;4.38;10.85;Não Se Aplica;NÃO
1485362;61084018000103;000013;693511;2019/03/19;18:17:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/19;19:00:00;Regular;14;N/I;Tarifa Normal - sem desconto;5.92;0.0;18.0;0.55;4.38;10.85;Não Se Aplica;NÃO
1463749;61084018000103;000013;235061;2019/03/12;14:54:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/13;02:00:00;Regular;18;N/I;Tarifa Normal - sem desconto;5.92;0.0;18.0;0.55;4.38;10.85;Não Se Aplica;NÃO
1485059;61084018000103;000013;694942;2019/03/17;15:48:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/18;09:00:00;Regular;13;N/I;Tarifa Normal - sem desconto;5.92;0.0;18.0;0.55;4.38;10.85;Não Se Aplica;NÃO
1442220;61084018000103;000013;667036;2019/03/04;19:12:00;Interestadual;8019200;AGUAS DA PRATA(SP) - POCOS DE CALDAS(MG);POCOS DE CALDAS/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/03/06;02:00:00;Regular;11;N/I;Tarifa Normal - sem desconto;5.92;0.0;18.0;0.55;4.38;10.85;Não Se Aplica;NÃO
1485437;61084018000103;000013;25972;2019/03/19;23:28:00;Interestadual;8006331;SAO PAULO(SP) - JUIZ DE FORA(MG);JUIZ DE FORA/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/03/19;23:40:00;Regular;39;N/I;Tarifa Normal - sem desconto;0.0;100.0;18.0;0.0;0.0;0.0;Não Se Aplica;NÃO
1421626;61084018000103;000013;263632;2019/02/22;21:39:00;Interestadual;8006500;SAO PAULO(SP) - JUIZ DE FORA(MG);JUIZ DE FORA/MG        ;SAO PAULO/SP        ;Convencional com sanitário;2019/03/01;23:59:00;Regular;44;N/I;Tarifa Normal - sem desconto;117.83;0.0;18.0;7.39;5.0;130.22;Não Se Aplica;NÃO
1442398;61084018000103;000013;665725;2019/03/04;07:27:00;Interestadual;8006331;SAO PAULO(SP) - JUIZ DE FORA(MG);JUIZ DE FORA/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/03/06;23:40:00;Regular;21;N/I;Tarifa Normal - sem desconto;186.6;0.0;18.0;8.39;5.0;199.99;Não Se Aplica;NÃO
1442396;61084018000103;000013;665725;2019/03/04;07:27:00;Interestadual;8006331;SAO PAULO(SP) - JUIZ DE FORA(MG);JUIZ DE FORA/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/03/06;23:40:00;Regular;21;N/I;Tarifa Normal - sem desconto;186.6;0.0;18.0;8.39;5.0;199.99;Não Se Aplica;NÃO
1485179;61084018000103;000013;691433;2019/03/18;16:02:00;Interestadual;8006331;SAO PAULO(SP) - JUIZ DE FORA(MG);JUIZ DE FORA/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/03/18;22:15:00;Regular;25;N/I;Tarifa Normal - sem desconto;146.6;0.0;18.0;8.39;5.0;159.99;Não Se Aplica;NÃO
1464109;61084018000103;000013;680014;2019/03/12;07:25:00;Interestadual;8006331;SAO PAULO(SP) - JUIZ DE FORA(MG);JUIZ DE FORA/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/03/14;22:15:00;Regular;38;N/I;Tarifa Normal - sem desconto;146.6;0.0;18.0;8.39;5.0;159.99;Não Se Aplica;NÃO
1486337;61084018000103;000013;684448;2019/03/14;14:54:00;Interestadual;8005631;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/03/23;23:45:00;Regular;12;N/I;Tarifa Normal - sem desconto;141.25;0.0;18.0;2.84;3.9;147.99;Não Se Aplica;NÃO
1486122;61084018000103;000013;311136;2019/03/22;11:40:00;Interestadual;8005631;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/03/22;23:45:00;Regular;53;N/I;Tarifa Normal - sem desconto;143.25;0.0;18.0;2.84;3.9;149.99;Não Se Aplica;NÃO
1442577;61084018000103;000013;644704;2019/02/21;14:16:00;Interestadual;8005631;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/03/07;22:00:00;Regular;9;N/I;Tarifa Normal - sem desconto;149.45;0.0;18.0;2.84;3.7;155.99;Não Se Aplica;NÃO
1486122;61084018000103;000013;146215;2019/03/20;18:48:00;Interestadual;8005631;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/03/22;23:45:00;Regular;15;N/I;Tarifa Normal - sem desconto;143.25;0.0;18.0;2.84;3.9;149.99;Não Se Aplica;NÃO
1446815;82647884000135;000013;311353;2019/01/15;18:57:00;Interestadual;16002200;CRICIUMA(SC) - ASUNCION(PRY);JOINVILLE/SC        ;FOZ DO IGUACU/PR        ;Convencional com sanitário;2019/03/07;11:00:00;Regular;15;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;0.0;100.0;12.0;15.53;2.5;18.03;Não Se Aplica;NÃO
1511878;82647884000135;000013;400756;2019/03/28;18:12:00;Interestadual;9003261;CURITIBA(PR) - FLORIANOPOLIS(SC);ITAJAI/SC        ;CURITIBA/PR        ;Convencional com sanitário;2019/03/28;17:30:00;Regular;21;N/I;Tarifa Normal - sem desconto;56.84;0.0;12.0;0.89;5.3;63.03;Não Se Aplica;NÃO
1490459;82647884000135;000013;129224;2019/02/19;10:10:00;Interestadual;16002200;CRICIUMA(SC) - ASUNCION(PRY);JOINVILLE/SC        ;FOZ DO IGUACU/PR        ;Convencional com sanitário;2019/03/23;11:00:00;Regular;4;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;0.0;100.0;12.0;0.0;0.0;0.0;Não Se Aplica;NÃO
1446813;82647884000135;000013;311353;2019/01/15;18:57:00;Interestadual;16002200;CRICIUMA(SC) - ASUNCION(PRY);JOINVILLE/SC        ;FOZ DO IGUACU/PR        ;Convencional com sanitário;2019/03/07;11:00:00;Regular;15;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;0.0;100.0;12.0;15.53;2.5;18.03;Não Se Aplica;NÃO
1489676;82647884000135;000013;394532;2019/03/18;08:50:00;Interestadual;16008400;FLORIANOPOLIS(SC) - CAMPINAS(SP);SAO PAULO/SP        ;FLORIANOPOLIS/SC        ;Executivo;2019/03/20;09:00:00;Regular;41;N/I;Tarifa Normal - sem desconto;130.32;0.0;12.0;3.29;6.39;140.0;Não Se Aplica;NÃO
