codigo_viagem;cnpj;numero_equipamento_fiscal;numero_bilhete;data_emissao_bilhete;hora_emissao_bilhete;categoria_transporte;nu_linha;origem_destino_linha;ponto_origem_viagem;ponto_destino_viagem;tipo_servico;data_viagem;hora_viagem;tipo_viagem;numero_poltrona;plataforma_embarque;tipo_gratitude;valor_tarifa;valor_percentual_desconto;valor_aliquota_icms;valor_pedagio;valor_taxa_embarque;valor_total;origem_emissao;in_passagem_cancelada
2271509;60765633000112;35191160765633000112;158534;2019/11/22;05:05:00;Interestadual;8002861;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Executivo;2019/11/22;06:00:00;Regular;14;05;Tarifa Normal - sem desconto;146.44;0.0;12.0;7.26;6.39;115.18;Não Se Aplica;NÃO
2271509;60765633000112;35191160765633000112;157376;2019/11/20;16:43:00;Interestadual;8002861;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Executivo;2019/11/22;06:00:00;Regular;20;05;Tarifa Normal - sem desconto;146.44;0.0;12.0;7.26;6.39;115.18;Não Se Aplica;NÃO
2231787;60765633000112;35191160765633000112;141013;2019/11/04;09:23:00;Interestadual;8002831;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Semileito;2019/11/10;00:05:00;Regular;31;03;Tarifa Normal - sem desconto;161.79;0.0;12.0;7.26;6.39;123.89;Não Se Aplica;NÃO
2210470;60765633000112;35191160765633000112;139692;2019/11/02;08:51:00;Interestadual;8002831;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Semileito;2019/11/03;14:00:00;Regular;20;05;Tarifa Normal - sem desconto;161.79;0.0;12.0;7.26;6.39;123.89;Não Se Aplica;NÃO
2231735;60765633000112;33191160765633000201;113670;2019/11/09;00:19:00;Interestadual;8002831;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Semileito;2019/11/09;00:40:00;Regular;35;58 A 60;Tarifa Normal - sem desconto;177.97;0.0;20.0;7.26;6.14;124.06;Não Se Aplica;NÃO
2231778;60765633000112;33191160765633000201;112274;2019/11/07;22:18:00;Interestadual;8002831;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Semileito;2019/11/09;22:45:00;Regular;17;58 A 60;Tarifa Normal - sem desconto;177.97;0.0;20.0;7.26;6.14;69.0;Não Se Aplica;NÃO
2309870;61084018000103;35191161084018000103;5213147;2019/11/28;13:15:00;Interestadual;8005661;SAO PAULO(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/11/28;15:00:00;Regular;45;8;Tarifa Normal - sem desconto;140.4;0.0;12.0;2.33;7.26;149.99;Não Se Aplica;NÃO
2221544;23542573000142;35191133337007008803;100743203;2019/11/07;19:11:00;Interestadual;6029761;MARIANA(MG) - SAO PAULO(SP);SAO PAULO/SP        ;CONGONHAS/MG        ;Executivo;2019/11/07;20:00:00;Regular;41;N/I;Gratuidade de Criança - Inciso XVII, art. 29 do Decreto nº 2.521/98;0.0;100.0;12.0;0.0;0.0;0.0;Não Se Aplica;NÃO
2233586;61084018000103;35191161084018000103;4564320;2019/11/04;22:34:00;Interestadual;8005661;SAO PAULO(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/11/04;23:15:00;Regular;1;20;Tarifa Normal - sem desconto;140.4;0.0;12.0;2.33;7.26;141.99;Não Se Aplica;NÃO
2235559;61084018000103;35191161084018000103;4611890;2019/11/06;22:50:00;Interestadual;8005661;SAO PAULO(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/11/06;23:15:00;Regular;25;20;Tarifa Normal - sem desconto;140.4;0.0;12.0;2.33;7.26;134.99;Não Se Aplica;NÃO
2300867;23542573000142;35191133337007008803;100890167;2019/11/26;16:48:00;Interestadual;6029761;MARIANA(MG) - SAO PAULO(SP);SAO PAULO/SP        ;LAVRAS/MG        ;Executivo;2019/11/26;20:00:00;Regular;10;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;82.8;33.0;12.0;1.28;6.39;90.47;Não Se Aplica;NÃO
2252829;23542573000142;35191133337007008803;100814016;2019/11/15;11:21:00;Interestadual;7013861;RIO DE JANEIRO(RJ) - SANTOS(SP);SANTOS/SP        ;RIO DE JANEIRO/RJ        ;Executivo;2019/11/15;12:30:00;Regular;48;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;145.45;20.0;12.0;9.31;5.24;160.0;Não Se Aplica;NÃO
2252770;23542573000142;35191133337007008803;100768307;2019/11/10;09:55:00;Interestadual;7013861;RIO DE JANEIRO(RJ) - SANTOS(SP);SANTOS/SP        ;RIO DE JANEIRO/RJ        ;Executivo;2019/11/14;23:58:00;Regular;29;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;160.45;13.0;12.0;9.31;5.24;175.0;Não Se Aplica;NÃO
2273306;61084018000103;31191161084018004877;374360;2019/11/21;10:36:00;Interestadual;8005651;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/11/21;11:00:00;Regular;6;E2;Tarifa Normal - sem desconto;293.25;0.0;18.0;2.84;3.9;199.99;Não Se Aplica;NÃO
2237630;61084018000103;35191161084018000103;4652361;2019/11/08;13:25:00;Interestadual;8005661;SAO PAULO(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/11/08;14:00:00;Regular;41;10;Tarifa Normal - sem desconto;140.4;0.0;12.0;2.33;7.26;151.99;Não Se Aplica;NÃO
2272621;61084018000103;35191161084018000103;4961843;2019/11/18;17:27:00;Interestadual;8005651;SAO PAULO(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Leito com ar condicionado;2019/11/19;22:00:00;Regular;5;08;Tarifa Normal - sem desconto;290.08;0.0;12.0;2.65;7.26;299.99;Não Se Aplica;NÃO
2236486;61084018000103;35191161084018000103;4622753;2019/11/07;12:42:00;Interestadual;8005661;SAO PAULO(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/11/07;15:00:00;Regular;41;8;Tarifa Normal - sem desconto;140.4;0.0;12.0;2.33;7.26;134.99;Não Se Aplica;NÃO
2237709;61084018000103;35191161084018000103;4667312;2019/11/08;20:06:00;Interestadual;8005661;SAO PAULO(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/11/08;21:15:00;Regular;11;04;Tarifa Normal - sem desconto;140.4;0.0;12.0;2.33;7.26;144.99;Não Se Aplica;NÃO
2309976;61084018000103;35191161084018000103;5211335;2019/11/28;12:07:00;Interestadual;8005651;SAO PAULO(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Leito com ar condicionado;2019/11/29;20:45:00;Regular;2;10;Tarifa Normal - sem desconto;290.08;0.0;12.0;2.65;7.26;299.99;Não Se Aplica;NÃO
2309736;61084018000103;31191161084018004877;387127;2019/11/27;15:19:00;Interestadual;8005661;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Convencional com sanitário;2019/11/27;22:45:00;Regular;19;E2;Tarifa Normal - sem desconto;143.59;0.0;18.0;2.5;3.9;149.99;Não Se Aplica;NÃO
2273301;61084018000103;31191161084018004877;374360;2019/11/21;10:36:00;Interestadual;8005651;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/11/21;11:00:00;Regular;6;E2;Tarifa Normal - sem desconto;293.25;0.0;18.0;2.84;3.9;199.99;Não Se Aplica;NÃO
2237607;61084018000103;31191161084018004877;337988;2019/11/04;22:10:00;Interestadual;8005651;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/11/08;11:00:00;Regular;1;E2;Tarifa Normal - sem desconto;293.25;0.0;18.0;2.84;3.9;189.99;Não Se Aplica;NÃO
2212038;61084018000103;31191161084018004877;335525;2019/11/03;21:44:00;Interestadual;8005661;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Convencional com sanitário;2019/11/03;21:59:00;Regular;25;E2;Tarifa Normal - sem desconto;143.59;0.0;18.0;2.5;3.9;139.99;Não Se Aplica;NÃO
2211577;61084018000103;31191161084018004877;331717;2019/11/01;14:57:00;Interestadual;8005661;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Convencional com sanitário;2019/11/01;21:45:00;Regular;19;E2;Tarifa Normal - sem desconto;143.59;0.0;18.0;2.5;3.9;129.99;Não Se Aplica;NÃO
2310246;61084018000103;31191161084018004877;389242;2019/11/28;15:16:00;Interestadual;8005651;SAO PAULO(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Leito com ar condicionado;2019/11/30;23:45:00;Regular;4;E2;Tarifa Normal - sem desconto;293.25;0.0;18.0;2.84;3.9;299.99;Não Se Aplica;NÃO
2285561;23542573000142;35191133337007008803;100873536;2019/11/24;12:07:00;Interestadual;7013861;RIO DE JANEIRO(RJ) - SANTOS(SP);SANTOS/SP        ;RIO DE JANEIRO/RJ        ;Executivo;2019/11/24;12:30:00;Regular;25;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;107.45;39.0;12.0;9.31;5.24;122.0;Não Se Aplica;NÃO
2252682;23542573000142;35191033337007008803;100681557;2019/10/29;11:00:00;Interestadual;7013861;RIO DE JANEIRO(RJ) - SANTOS(SP);SANTOS/SP        ;RIO DE JANEIRO/RJ        ;Executivo;2019/11/14;12:30:00;Regular;1;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;97.45;44.0;12.0;9.31;5.24;112.0;Não Se Aplica;NÃO
2252627;23542573000142;33191133337007000152;100787207;2019/11/12;14:17:00;Interestadual;7013861;RIO DE JANEIRO(RJ) - SANTOS(SP);RIO DE JANEIRO/RJ        ;SANTOS/SP        ;Executivo;2019/11/13;22:00:00;Regular;13;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;116.73;34.0;20.0;9.31;6.14;132.18;Não Se Aplica;NÃO
2273628;61084018000103;35191161084018000103;5042673;2019/11/22;03:40:00;Interestadual;8004561;JUNDIAI(SP) - CURITIBA(PR);SAO PAULO/SP        ;CURITIBA/PR        ;Convencional com sanitário;2019/11/22;07:30:00;Regular;13;07;Tarifa Normal - sem desconto;100.4;0.0;12.0;2.33;7.26;109.99;Não Se Aplica;NÃO
2212004;61084018000103;31191161084018004877;332731;2019/11/02;04:37:00;Interestadual;8004961;SANTOS(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SANTOS/SP        ;Convencional com sanitário;2019/11/03;20:15:00;Regular;31;E2;Tarifa Normal - sem desconto;168.01;0.0;18.0;2.08;3.9;173.99;Não Se Aplica;NÃO
2261436;61084018000103;35191161084018000103;4831177;2019/11/14;11:15:00;Interestadual;8004561;JUNDIAI(SP) - CURITIBA(PR);SAO PAULO/SP        ;CURITIBA/PR        ;Convencional com sanitário;2019/11/14;12:00:00;Regular;41;07;Tarifa Normal - sem desconto;100.4;0.0;12.0;2.33;7.26;119.99;Não Se Aplica;NÃO
2309852;61084018000103;35191161084018000103;5210722;2019/11/28;11:41:00;Interestadual;8004561;JUNDIAI(SP) - CURITIBA(PR);SAO PAULO/SP        ;CURITIBA/PR        ;Convencional com sanitário;2019/11/28;12:00:00;Regular;27;07;Tarifa Normal - sem desconto;100.4;0.0;12.0;2.33;7.26;109.99;Não Se Aplica;NÃO
2212004;61084018000103;31191061084018004877;330004;2019/10/31;18:08:00;Interestadual;8004961;SANTOS(SP) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;SAO PAULO/SP        ;Convencional com sanitário;2019/11/03;20:15:00;Regular;7;E2;Tarifa Normal - sem desconto;165.65;0.0;18.0;2.5;3.9;127.42;Não Se Aplica;NÃO
2252832;23542573000142;33191133542531000165;100353716;2019/11/11;13:38:00;Interestadual;7005861;RIO DE JANEIRO(RJ) - MOGI DAS CRUZES(SP);RIO DE JANEIRO/RJ        ;TAUBATE/SP        ;Executivo;2019/11/15;13:00:00;Regular;16;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;57.16;46.0;20.0;4.88;6.14;68.18;Não Se Aplica;NÃO
2273258;61084018000103;35191161084018000103;5016695;2019/11/20;23:49:00;Interestadual;8004961;SANTOS(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/11/21;07:30:00;Regular;29;07/08;Tarifa Normal - sem desconto;140.4;0.0;12.0;2.33;7.26;119.99;Não Se Aplica;NÃO
2273626;61084018000103;35191161084018000103;5047309;2019/11/22;09:08:00;Interestadual;8004961;SANTOS(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/11/22;07:30:00;Regular;11;07/08;Tarifa Normal - sem desconto;140.4;0.0;12.0;2.33;7.26;129.99;Não Se Aplica;NÃO
2309967;61084018000103;35191161084018000103;5232438;2019/11/29;08:47:00;Interestadual;8004961;SANTOS(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/11/29;18:25:00;Regular;41;--;Tarifa Normal - sem desconto;154.4;0.0;12.0;2.33;7.26;149.99;Não Se Aplica;NÃO
2222384;23542573000142;35191133337007008803;100708242;2019/11/02;09:31:00;Interestadual;7014061;RIO DE JANEIRO(RJ) - SAO SEBASTIAO(SP);SAO SEBASTIAO/SP        ;RIO DE JANEIRO/RJ        ;Executivo;2019/11/08;22:00:00;Regular;17;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;120.91;7.0;12.0;0.0;4.09;125.0;Não Se Aplica;NÃO
2288773;30069314000101;35191130069314002821;351506;2019/11/23;22:47:00;Interestadual;7010300;RIO DE JANEIRO(RJ) - OSASCO(SP);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/11/23;22:40:00;Regular;41;A;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;96.84;100.0;12.0;0.0;0.0;0.0;Não Se Aplica;NÃO
2211871;61084018000103;35191161084018000103;4514688;2019/11/03;09:14:00;Interestadual;8004961;SANTOS(SP) - BELO HORIZONTE(MG);SAO PAULO/SP        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/11/03;07:30:00;Regular;43;07/08;Tarifa Normal - sem desconto;140.4;0.0;12.0;2.33;7.26;111.99;Não Se Aplica;NÃO
2274105;61084018000103;41191161084018005849;147365;2019/11/13;18:01:00;Interestadual;8004561;JUNDIAI(SP) - CURITIBA(PR);CURITIBA/PR        ;JUNDIAI/SP        ;Convencional com sanitário;2019/11/24;07:00:00;Regular;1;B;Tarifa Normal - sem desconto;80.42;0.0;12.0;3.45;6.12;89.99;Não Se Aplica;NÃO
2260981;61084018000103;35191161084018000103;4717918;2019/11/10;17:26:00;Interestadual;8006441;SAO PAULO(SP) - JUIZ DE FORA(MG);SAO PAULO/SP        ;JUIZ DE FORA/MG        ;Convencional com sanitário;2019/11/11;23:10:00;Regular;21;14;Tarifa Normal - sem desconto;246.36;0.0;12.0;16.37;7.26;159.99;Não Se Aplica;NÃO
2273686;61084018000103;35191161084018000103;5054072;2019/11/22;12:53:00;Interestadual;8004561;JUNDIAI(SP) - CURITIBA(PR);SAO PAULO/SP        ;CURITIBA/PR        ;Convencional com sanitário;2019/11/22;12:00:00;Regular;25;07;Tarifa Normal - sem desconto;100.4;0.0;12.0;2.33;7.26;109.99;Não Se Aplica;NÃO
2261039;61084018000103;35191161084018000103;4761925;2019/11/12;06:49:00;Interestadual;8004561;JUNDIAI(SP) - CURITIBA(PR);SAO PAULO/SP        ;CURITIBA/PR        ;Convencional com sanitário;2019/11/12;07:30:00;Regular;10;07;Tarifa Normal - sem desconto;100.4;0.0;12.0;2.33;7.26;109.99;Não Se Aplica;NÃO
2260980;61084018000103;35191161084018000103;4717918;2019/11/10;17:26:00;Interestadual;8006441;SAO PAULO(SP) - JUIZ DE FORA(MG);SAO PAULO/SP        ;JUIZ DE FORA/MG        ;Convencional com sanitário;2019/11/11;23:10:00;Regular;21;14;Tarifa Normal - sem desconto;246.36;0.0;12.0;16.37;7.26;159.99;Não Se Aplica;NÃO
2309229;61084018000103;35191161084018000103;5136656;2019/11/25;12:28:00;Interestadual;8004561;JUNDIAI(SP) - CURITIBA(PR);SAO PAULO/SP        ;CURITIBA/PR        ;Convencional com sanitário;2019/11/25;12:00:00;Regular;23;07;Tarifa Normal - sem desconto;100.4;0.0;12.0;2.33;7.26;109.99;Não Se Aplica;NÃO
2252228;23542573000142;35191133337007008803;100777416;2019/11/11;13:28:00;Interestadual;6025800;BARBACENA(MG) - SAO PAULO(SP);SAO PAULO/SP        ;SAO JOAO DEL REI/MG        ;Convencional com sanitário;2019/11/11;15:30:00;Regular;25;N/I;Tarifa Normal - sem desconto;101.37;0.0;12.0;1.28;6.39;109.04;Não Se Aplica;NÃO
2285493;23542573000142;33191133337007000152;100804606;2019/11/14;11:22:00;Interestadual;7002200;RIO DE JANEIRO(RJ) - PRAIA GRANDE(SP);RIO DE JANEIRO/RJ        ;SANTOS/SP        ;Convencional com sanitário;2019/11/23;23:00:00;Regular;21;N/I;Tarifa Normal - sem desconto;125.4;0.0;20.0;9.39;6.14;140.93;Não Se Aplica;NÃO
2211640;61084018000103;41191161084018005849;136811;2019/11/01;19:19:00;Interestadual;8004561;JUNDIAI(SP) - CURITIBA(PR);CURITIBA/PR        ;JUNDIAI/SP        ;Convencional com sanitário;2019/11/01;23:50:00;Regular;17;B;Tarifa Normal - sem desconto;80.42;0.0;12.0;3.45;6.12;89.99;Não Se Aplica;NÃO
2202328;23542573000142;35191133337007008803;100704560;2019/11/01;00:23:00;Interestadual;7014061;RIO DE JANEIRO(RJ) - SAO SEBASTIAO(SP);SAO SEBASTIAO/SP        ;RIO DE JANEIRO/RJ        ;Executivo;2019/11/01;09:00:00;Regular;11;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;105.91;19.0;12.0;0.0;4.09;110.0;Não Se Aplica;NÃO
2308227;55340921000195;52191155340921004859;8046;2019/11/27;09:32:42;Interestadual;12033361;BRASILIA(DF) - CAMPO GRANDE(MS);GOIANIA/GO        ;FRONTEIRA/MG        ;Executivo;2019/11/27;07:00:00;Regular;13;N/I;Tarifa Normal - sem desconto;168.47;0.0;17.0;2.74;3.75;86.51;Não Se Aplica;NÃO
2237560;61084018000103;31191161084018004877;345181;2019/11/08;06:00:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/11/08;06:45:00;Regular;18;E2;Tarifa Normal - sem desconto;108.48;0.0;18.0;6.61;3.9;118.99;Não Se Aplica;NÃO
2238530;61084018000103;31191161084018004877;341068;2019/11/06;10:49:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/11/09;09:00:00;Regular;13;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;99.99;Não Se Aplica;NÃO
2272515;61084018000103;31191161084018004877;369745;2019/11/19;08:54:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/11/19;09:00:00;Regular;29;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;119.99;Não Se Aplica;NÃO
2261947;61084018000103;31191161084018004877;365702;2019/11/16;23:54:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/11/16;23:59:00;Regular;17;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;119.99;Não Se Aplica;NÃO
2309410;61084018000103;31191161084018004877;376703;2019/11/22;11:50:00;Interestadual;6030561;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/11/26;09:00:00;Regular;9;E2;Tarifa Normal - sem desconto;108.58;0.0;18.0;7.51;3.9;119.99;Não Se Aplica;NÃO
