codigo_viagem;cnpj;numero_equipamento_fiscal;numero_bilhete;data_emissao_bilhete;hora_emissao_bilhete;categoria_transporte;nu_linha;origem_destino_linha;ponto_origem_viagem;ponto_destino_viagem;tipo_servico;data_viagem;hora_viagem;tipo_viagem;numero_poltrona;plataforma_embarque;tipo_gratitude;valor_tarifa;valor_percentual_desconto;valor_aliquota_icms;valor_pedagio;valor_taxa_embarque;valor_total;origem_emissao;in_passagem_cancelada
2389731;61084018000103;35191261084018000103;5718292;2019/12/15;00:09:00;Interestadual;6031561;JUIZ DE FORA(MG) - SANTOS(SP);SANTOS/SP        ;JUIZ DE FORA/MG        ;Convencional com sanitário;2019/12/22;08:45:00;Regular;5;--;Tarifa Normal - sem desconto;159.59;0.0;12.0;10.45;5.95;175.99;Não Se Aplica;NÃO
2389017;61084018000103;31191261084018004877;427181;2019/12/14;10:11:00;Interestadual;6030500;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);BELO HORIZONTE/MG        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/12/19;15:00:00;Regular;31;E2;Bilhete de Viagem do Idoso 50% - Inciso II, art. 40 da Lei nº 10.741/03;104.48;50.0;18.0;6.61;3.9;62.75;Não Se Aplica;NÃO
2355252;30069314000101;33191230069314000101;3576763;2019/12/10;09:12:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/10;15:30:00;Regular;28;49 A 55;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;110.02;100.0;20.0;0.0;0.0;0.0;Não Se Aplica;NÃO
2355254;30069314000101;33191230069314000101;3576763;2019/12/10;09:12:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/10;15:30:00;Regular;28;49 A 55;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;110.02;100.0;20.0;0.0;0.0;0.0;Não Se Aplica;NÃO
2304953;30069314000101;33191230069314000101;3358241;2019/12/01;00:11:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/01;00:35:00;Regular;27;49 A 55;Tarifa Normal - sem desconto;110.02;0.0;20.0;7.83;6.14;123.99;Não Se Aplica;NÃO
2334062;61084018000103;33191161084018005253;142037;2019/11/04;13:07:00;Interestadual;6030500;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/12/02;16:00:00;Regular;7;49 A 55;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;103.07;50.0;20.0;6.78;6.14;64.45;Não Se Aplica;NÃO
2382072;30069314000101;33191230069314000101;3742805;2019/12/16;15:09:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/16;15:30:00;Regular;31;49 A 55;Tarifa Normal - sem desconto;112.02;0.0;20.0;7.83;6.14;125.99;Não Se Aplica;NÃO
2329187;30069314000101;33191230069314000101;3425914;2019/12/04;01:40:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/04;02:30:00;Regular;36;49 A 55;Tarifa Normal - sem desconto;110.02;0.0;20.0;7.83;6.14;123.99;Não Se Aplica;NÃO
2355768;30069314000101;33191230069314000101;3680265;2019/12/13;21:20:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/13;22:30:00;Regular;51;49 A 55;Tarifa Normal - sem desconto;110.02;0.0;20.0;7.83;6.14;123.99;Não Se Aplica;NÃO
2355828;30069314000101;33191230069314000101;3683057;2019/12/14;06:49:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/14;07:30:00;Regular;13;49 A 55;Tarifa Normal - sem desconto;110.02;0.0;20.0;7.83;6.14;123.99;Não Se Aplica;NÃO
2410660;30069314000101;35191230069314002821;428596;2019/12/28;11:01:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/12/28;13:30:00;Regular;20;02;Tarifa Normal - sem desconto;109.77;0.0;12.0;7.83;6.39;149.0;Não Se Aplica;NÃO
2410658;30069314000101;35191230069314002821;428596;2019/12/28;11:01:00;Interestadual;8008031;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/12/28;13:30:00;Regular;20;02;Tarifa Normal - sem desconto;109.77;0.0;12.0;7.83;6.39;149.0;Não Se Aplica;NÃO
2402914;16624611000140;31191216624611009873;2701579;2019/12/24;18:26:15;Interestadual;6014161;BELO HORIZONTE(MG) - FOZ DO IGUACU(PR);BELO HORIZONTE/MG        ;SAO JOSE DO RIO PRETO/SP        ;Executivo;2019/12/28;11:00:00;Regular;12;A1;Bilhete de Viagem do Idoso 50% - Inciso II, art. 40 da Lei nº 10.741/03;267.03;100.0;18.0;2.46;3.9;139.87;Presencial;NÃO
2337670;78586674000107;000000;0;2019/12/05;19:04:00;Interestadual;9039461;LONDRINA(PR) - UBERABA(MG);LONDRINA/PR        ;SAO JOSE DO RIO PRETO/SP        ;Executivo;2019/12/08;22:30:00;Regular;79;N/I;Tarifa Normal - sem desconto;80.33;0.0;12.0;3.13;6.05;89.51;Não Se Aplica;NÃO
2337429;78586674000107;35191278586674008515;376143;2019/12/07;06:16:00;Interestadual;9039061;CAMBARA(PR) - OURINHOS(SP);OURINHOS/SP        ;CAMBARA/PR        ;Executivo;2019/12/07;06:30:00;Regular;40;N/I;Tarifa Normal - sem desconto;6.4;0.0;12.0;0.0;3.34;9.74;Não Se Aplica;NÃO
2406587;23562535000151;52191225634569001535;100391425;2019/12/19;08:42:00;Interestadual;5012461;CRISTOPOLIS(BA) - GOIANIA(GO);GOIANIA/GO        ;BARREIRAS/BA        ;Executivo;2019/12/27;19:15:00;Regular;27;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;150.09;37.0;17.0;0.83;3.98;154.9;Não Se Aplica;NÃO
2348622;16624611000140;41191216624611034550;31918;2019/12/14;14:37:55;Interestadual;6014161;BELO HORIZONTE(MG) - FOZ DO IGUACU(PR);CASCAVEL/PR        ;BELO HORIZONTE/MG        ;Executivo;2019/12/14;16:00:00;Regular;23;H;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;448.56;64.9;12.0;16.03;4.5;177.97;Presencial;NÃO
2402024;16624611000140;29191116624611010960;453719;2019/11/10;16:39:37;Interestadual;5007500;ILHEUS(BA) - BELO HORIZONTE(MG);ILHEUS/BA        ;BELO HORIZONTE/MG        ;Convencional com sanitário;2019/12/25;11:45:00;Regular;24;8;Tarifa Normal - sem desconto;257.3;0.0;18.0;0.0;3.7;261.0;Presencial;NÃO
2363705;78586674000107;35191278586674008515;369383;2019/12/04;09:45:00;Interestadual;9013300;FOZ DO IGUACU(PR) - CAMPINAS(SP);OURINHOS/SP        ;FOZ DO IGUACU/PR        ;Convencional com sanitário;2019/12/11;15:00:00;Regular;20;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;67.82;50.0;12.0;16.71;3.34;87.87;Não Se Aplica;NÃO
2391624;78586674000107;41191278586674000107;2259017;2019/12/19;12:04:00;Interestadual;9039061;CAMBARA(PR) - OURINHOS(SP);CAMBARA/PR        ;OURINHOS/SP        ;Executivo;2019/12/19;12:25:00;Regular;21;N/I;Tarifa Normal - sem desconto;6.4;0.0;12.0;0.0;1.0;7.4;Não Se Aplica;NÃO
2363632;78586674000107;35191178586674008515;328305;2019/11/12;16:20:00;Interestadual;9011551;MARINGA(PR) - RIBEIRAO PRETO(SP);RIBEIRAO PRETO/SP        ;LONDRINA/PR        ;Leito com ar condicionado;2019/12/10;21:00:00;Regular;73;N/I;Tarifa Normal - sem desconto;211.9;0.0;12.0;13.76;6.17;231.83;Não Se Aplica;NÃO
2392076;78586674000107;35191278586674008515;378682;2019/12/08;09:24:00;Interestadual;9011561;MARINGA(PR) - RIBEIRAO PRETO(SP);RIBEIRAO PRETO/SP        ;LONDRINA/PR        ;Executivo;2019/12/21;21:00:00;Regular;21;N/I;Tarifa Normal - sem desconto;131.38;0.0;12.0;13.76;6.17;151.31;Não Se Aplica;NÃO
2337586;78586674000107;41191278586674000107;2117169;2019/12/08;13:17:00;Interestadual;9039061;CAMBARA(PR) - OURINHOS(SP);CAMBARA/PR        ;OURINHOS/SP        ;Executivo;2019/12/08;14:10:00;Regular;13;N/I;Tarifa Normal - sem desconto;6.4;0.0;12.0;0.0;1.0;7.4;Não Se Aplica;NÃO
2406514;23562535000151;31191205438013000160;100294474;2019/12/25;18:53:00;Interestadual;6022661;JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ);JUIZ DE FORA/MG        ;RIO DE JANEIRO/RJ        ;Executivo;2019/12/25;19:00:00;Regular;55;N/I;Tarifa Normal - sem desconto;70.73;0.0;18.0;3.02;5.25;79.0;Não Se Aplica;NÃO
2348363;16624611000140;35191116624611000140;558520;2019/11/26;20:29:47;Interestadual;6014961;SAO FRANCISCO(MG) - SAO PAULO(SP);SAO PAULO/SP        ;SAO FRANCISCO/MG        ;Executivo;2019/12/13;17:30:00;Regular;13;61;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;355.15;64.9;12.0;7.39;7.49;139.54;Presencial;NÃO
2391840;78586674000107;41191178586674000107;1962942;2019/11/24;15:59:00;Interestadual;9015361;MARINGA(PR) - FRANCA(SP);LONDRINA/PR        ;FRANCA/SP        ;Executivo;2019/12/20;19:30:00;Regular;26;N/I;Tarifa Normal - sem desconto;103.8;0.0;12.0;16.65;6.05;126.5;Não Se Aplica;NÃO
2391836;78586674000107;41191178586674000107;1962942;2019/11/24;15:59:00;Interestadual;9015361;MARINGA(PR) - FRANCA(SP);LONDRINA/PR        ;FRANCA/SP        ;Executivo;2019/12/20;19:30:00;Regular;26;N/I;Tarifa Normal - sem desconto;103.8;0.0;12.0;16.65;6.05;126.5;Não Se Aplica;NÃO
2363459;78586674000107;35191278586674008515;381563;2019/12/09;14:12:00;Interestadual;9039061;CAMBARA(PR) - OURINHOS(SP);OURINHOS/SP        ;CAMBARA/PR        ;Executivo;2019/12/09;14:15:00;Regular;31;N/I;Tarifa Normal - sem desconto;6.4;0.0;12.0;0.0;3.34;9.74;Não Se Aplica;NÃO
2419907;78586674000107;35191278586674008515;426836;2019/12/26;13:22:00;Interestadual;9039061;CAMBARA(PR) - OURINHOS(SP);OURINHOS/SP        ;CAMBARA/PR        ;Executivo;2019/12/27;14:15:00;Regular;8;N/I;Tarifa Normal - sem desconto;6.4;0.0;12.0;0.0;3.34;9.74;Não Se Aplica;NÃO
2391693;78586674000107;41191278586674000107;2100832;2019/12/06;15:36:00;Interestadual;9011561;MARINGA(PR) - RIBEIRAO PRETO(SP);LONDRINA/PR        ;RIBEIRAO PRETO/SP        ;Executivo;2019/12/19;20:30:00;Regular;45;N/I;Tarifa Normal - sem desconto;131.38;0.0;12.0;13.6;6.05;151.03;Não Se Aplica;NÃO
2419284;78586674000107;35191278586674008515;421400;2019/12/23;17:18:00;Interestadual;9039061;CAMBARA(PR) - OURINHOS(SP);OURINHOS/SP        ;CAMBARA/PR        ;Executivo;2019/12/23;17:50:00;Regular;36;N/I;Tarifa Normal - sem desconto;6.4;0.0;12.0;0.0;3.34;9.74;Não Se Aplica;NÃO
2337574;78586674000107;35191278586674008515;378840;2019/12/08;10:48:00;Interestadual;9039061;CAMBARA(PR) - OURINHOS(SP);OURINHOS/SP        ;CAMBARA/PR        ;Executivo;2019/12/08;11:45:00;Regular;2;N/I;Tarifa Normal - sem desconto;6.4;0.0;12.0;0.0;3.34;9.74;Não Se Aplica;NÃO
2397118;16624611000140;31191216624611009873;2578884;2019/12/13;19:29:28;Interestadual;5009261;PORTO SEGURO(BA) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;PORTO SEGURO/BA        ;Executivo;2019/12/18;23:00:00;Regular;32;A2;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;308.69;19.3;18.0;0.0;3.9;253.0;Presencial;NÃO
2402799;16624611000140;31191216624611009873;2726909;2019/12/27;12:46:58;Interestadual;5009261;PORTO SEGURO(BA) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;PORTO SEGURO/BA        ;Executivo;2019/12/27;23:00:00;Regular;16;A2;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;339.65;101.15;18.0;0.0;3.9;0.0;Presencial;NÃO
2336664;76539600000194;43190276539600000860;425696;2019/10/15;13:27:00;Interestadual;9024041;CURITIBA(PR) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;CURITIBA/PR        ;Convencional com sanitário;2019/12/08;21:00:00;Regular;31;N/I;Tarifa Normal - sem desconto;225.97;0.0;20.0;16.94;7.09;250.0;Não Se Aplica;NÃO
2415508;60765633000112;33191260765633000201;152810;2019/12/24;18:04:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/24;18:00:00;Regular;20;58 A 60;Tarifa Normal - sem desconto;103.92;0.0;20.0;6.88;6.14;109.51;Não Se Aplica;NÃO
2388002;60765633000112;33191260765633000201;149279;2019/12/20;13:35:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/20;14:10:00;Regular;41;58 A 60;Tarifa Normal - sem desconto;103.92;0.0;20.0;4.67;6.14;109.89;Não Se Aplica;NÃO
2333616;60765633000112;33190960765633000201;57192;2019/09/06;20:01:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/04;16:00:00;Regular;19;58 A 60;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;103.92;100.0;20.0;0.0;0.0;0.0;Não Se Aplica;NÃO
2415506;60765633000112;33191260765633000201;152810;2019/12/24;18:04:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/24;18:00:00;Regular;20;58 A 60;Tarifa Normal - sem desconto;103.92;0.0;20.0;6.88;6.14;109.51;Não Se Aplica;NÃO
2415506;60765633000112;33191260765633000201;147224;2019/12/17;23:31:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/24;18:00:00;Regular;43;58 A 60;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;103.92;100.0;20.0;7.26;6.14;13.4;Não Se Aplica;NÃO
2415515;60765633000112;33191260765633000201;152858;2019/12/24;22:12:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/24;22:45:00;Regular;33;58 A 60;Tarifa Normal - sem desconto;103.92;0.0;20.0;4.39;6.14;109.61;Não Se Aplica;NÃO
2415553;60765633000112;33191260765633000201;151341;2019/12/22;20:28:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/25;14:15:00;Regular;23;58 A 60;Tarifa Normal - sem desconto;103.92;0.0;20.0;4.67;6.14;109.89;Não Se Aplica;NÃO
2415657;60765633000112;33191160765633000201;117475;2019/11/12;20:19:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/26;16:00:00;Regular;7;58 A 60;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;103.92;100.0;20.0;0.0;0.0;0.0;Não Se Aplica;NÃO
2359989;60765633000112;33191160765633000201;128849;2019/11/25;18:00:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/09;21:30:00;Regular;39;58 A 60;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;103.92;100.0;20.0;7.26;6.14;13.4;Não Se Aplica;NÃO
2333773;60765633000112;33191160765633000201;133150;2019/11/29;19:42:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/06;23:30:00;Regular;39;58 A 60;Tarifa Normal - sem desconto;103.92;0.0;20.0;4.67;6.14;114.73;Não Se Aplica;NÃO
2333839;60765633000112;33191260765633000201;139353;2019/12/07;17:15:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/07;23:30:00;Regular;9;58 A 60;Bilhete de Viagem do Idoso 50% - Inciso II, art. 40 da Lei nº 10.741/03;103.92;50.0;20.0;0.0;0.0;51.96;Não Se Aplica;NÃO
2415941;60765633000112;33191260765633000201;153712;2019/12/26;11:44:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/29;08:01:00;Regular;42;58 A 60;Tarifa Normal - sem desconto;103.92;0.0;20.0;6.88;6.14;113.9;Não Se Aplica;NÃO
2333606;60765633000112;33191260765633000201;136442;2019/12/04;08:58:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/04;10:00:00;Regular;42;58 A 60;Tarifa Normal - sem desconto;103.92;0.0;20.0;7.26;6.14;109.89;Não Se Aplica;NÃO
2415655;60765633000112;33191160765633000201;117475;2019/11/12;20:19:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);RIO DE JANEIRO/RJ        ;SAO PAULO/SP        ;Convencional com sanitário;2019/12/26;16:00:00;Regular;7;58 A 60;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;103.92;100.0;20.0;0.0;0.0;0.0;Não Se Aplica;NÃO
2388173;60765633000112;35191260765633000112;185883;2019/12/22;07:09:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/12/22;08:01:00;Regular;10;07;Bilhete de Viagem do Idoso 50% - Inciso II, art. 40 da Lei nº 10.741/03;94.48;50.0;12.0;0.0;0.0;47.24;Não Se Aplica;NÃO
2415849;60765633000112;35191260765633000112;194651;2019/12/28;07:18:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/12/28;08:10:00;Regular;2;05;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;94.48;100.0;12.0;0.0;0.0;0.0;Não Se Aplica;NÃO
2415850;60765633000112;35191260765633000112;194651;2019/12/28;07:18:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/12/28;08:10:00;Regular;2;05;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;94.48;100.0;12.0;0.0;0.0;0.0;Não Se Aplica;NÃO
2333695;60765633000112;35191160765633000112;165243;2019/11/29;12:50:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/12/05;23:30:00;Regular;16;05;Tarifa Normal - sem desconto;94.48;0.0;12.0;4.67;6.39;107.39;Não Se Aplica;NÃO
2388181;60765633000112;35191160765633000112;159825;2019/11/23;18:25:00;Interestadual;8002800;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SAO PAULO/SP        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/12/22;10:00:00;Regular;22;05;Tarifa Normal - sem desconto;94.48;0.0;12.0;7.26;6.39;119.9;Não Se Aplica;NÃO
2363208;76539600000194;35191276539600008683;59894;2019/12/13;19:47:00;Interestadual;8020430;SAO PAULO(SP) - ITAPEMA(SC);SAO PAULO/SP        ;ITAPEMA/SC        ;Convencional com sanitário;2019/12/13;21:00:00;Regular;45;N/I;Tarifa Normal - sem desconto;114.12;0.0;12.0;4.29;6.59;125.0;Não Se Aplica;NÃO
2390726;76539600000194;41191276539600000194;81164;2019/12/16;13:40:00;Interestadual;9024041;CURITIBA(PR) - RIO DE JANEIRO(RJ);CURITIBA/PR        ;RIO DE JANEIRO/RJ        ;Convencional com sanitário;2019/12/16;21:00:00;Regular;3;N/I;Tarifa Normal - sem desconto;178.86;0.0;12.0;10.58;6.12;195.56;Não Se Aplica;NÃO
2434291;16624611000140;31191216624611009873;2548286;2019/12/10;20:48:39;Interestadual;12003100;GOIANIA(GO) - BELO HORIZONTE(MG);BELO HORIZONTE/MG        ;GOIANIA/GO        ;Convencional com sanitário;2019/12/29;22:00:00;Regular;45;A1;Autorização de Viagem - Passe Livre - Art. 1º da Lei nº 8.899/94;237.94;102.97;18.0;3.16;3.9;0.0;Presencial;NÃO
2352355;23562535000151;22191225634569001969;100356730;2019/12/10;10:34:00;Interestadual;12022761;BRASILIA(DF) - CORRENTE(PI);CORRENTE/PI        ;BRASILIA/DF        ;Executivo;2019/12/10;16:00:00;Regular;47;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;145.0;43.0;18.0;0.0;0.0;145.0;Não Se Aplica;NÃO
2127415;23562535000151;22191225634569001969;100356730;2019/12/10;10:34:00;Não Se Aplica;12022761;BRASILIA(DF) - CORRENTE(PI);CORRENTE/PI        ;BRASILIA/DF        ;Não Se Aplica;2019/12/10;16:00:00;Regular;47;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;145.0;43.0;18.0;0.0;0.0;145.0;Não Se Aplica;NÃO
2379084;23562535000151;22191125634569001969;100323479;2019/11/28;16:36:00;Interestadual;12022761;BRASILIA(DF) - CORRENTE(PI);CORRENTE/PI        ;BRASILIA/DF        ;Executivo;2019/12/21;16:00:00;Regular;11;N/I;Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98;145.0;43.0;18.0;0.0;0.0;145.0;Não Se Aplica;NÃO
